Order_ID,Order_Date,Region,Sales_Channel,Customer_Segment,Category,Product,Quantity,Unit_Price,Discount_%,Revenue,Cost,Profit,Profit_Margin_%,Payment_Method,Salesperson
ORD-03899,2024-04-20,North,Retail Store,Corporate,Home Appliances,Fan,8,1061.99,15.6,7170.55,4117.73,3052.82,42.57,Card,Salesperson 17
ORD-06031,2024-04-20,North,Retail Store,Corporate,Clothing,Sneakers,14,142.69,8.0,1837.86,1188.02,649.83,35.36,Bank Transfer,Salesperson 05
ORD-06005,2024-04-20,East,Online,Corporate,Furniture,Office Chair,4,598.98,8.0,2204.25,1603.5,600.76,27.25,Mobile Money,Salesperson 08
ORD-08710,2024-04-20,West,Wholesale,Consumer,Furniture,Bookshelf,15,297.61,22.9,3441.91,2712.69,729.22,21.19,Card,Salesperson 03
ORD-05247,2024-04-21,North,Wholesale,Corporate,Clothing,Sneakers,12,287.52,0.2,3443.36,1905.61,1537.75,44.66,Card,Salesperson 10
ORD-04835,2024-04-21,South,Online,Small Business,Home Appliances,Microwave,10,174.6,6.5,1632.47,1259.81,372.66,22.83,Card,Salesperson 02
ORD-09610,2024-04-21,West,Corporate,Corporate,Electronics,Smartphone,11,937.15,23.9,7844.87,4710.23,3134.64,39.96,Bank Transfer,Salesperson 02
ORD-06752,2024-04-21,South,Wholesale,Small Business,Office Supplies,Notebook,8,143.24,9.1,1041.64,850.7,190.94,18.33,Mobile Money,Salesperson 08
ORD-00312,2024-04-21,West,Corporate,Corporate,Office Supplies,Printer Paper,5,110.11,8.4,504.28,329.85,174.44,34.59,Bank Transfer,Salesperson 17
ORD-08290,2024-04-21,East,Retail Store,Consumer,Home Appliances,Blender,8,920.51,17.5,6075.39,4705.4,1369.99,22.55,Bank Transfer,Salesperson 06
ORD-07806,2024-04-21,East,Corporate,Government,Clothing,Trousers,8,317.24,24.6,1913.57,1529.76,383.81,20.06,Cash,Salesperson 04
ORD-07013,2024-04-21,East,Corporate,Consumer,Clothing,Jacket,9,264.09,12.5,2079.72,1568.13,511.59,24.6,Card,Salesperson 19
ORD-08674,2024-04-21,West,Retail Store,Government,Electronics,Tablet,1,303.72,9.7,274.26,187.14,87.12,31.76,Card,Salesperson 08
ORD-06485,2024-04-21,South,Online,Government,Electronics,Laptop,9,783.21,1.5,6943.16,4211.74,2731.42,39.34,Bank Transfer,Salesperson 07
ORD-09870,2024-04-21,South,Wholesale,Corporate,Furniture,Sofa,13,481.83,12.7,5468.32,3151.09,2317.23,42.38,Card,Salesperson 05
ORD-04890,2024-04-22,South,Wholesale,Small Business,Furniture,Bookshelf,5,550.83,19.2,2225.35,1675.81,549.53,24.69,Cash,Salesperson 14
ORD-07755,2024-04-22,East,Corporate,Small Business,Office Supplies,Notebook,15,24.17,12.8,316.15,207.04,109.12,34.51,Cash,Salesperson 04
ORD-00969,2024-04-22,East,Corporate,Small Business,Home Appliances,Fan,2,696.73,9.9,1255.51,967.93,287.59,22.91,Card,Salesperson 15
ORD-05359,2024-04-22,North,Wholesale,Government,Clothing,Sneakers,13,187.17,6.9,2265.37,1576.79,688.59,30.4,Mobile Money,Salesperson 03
ORD-09600,2024-04-22,North,Corporate,Corporate,Office Supplies,Stapler,3,11.85,15.2,30.14,24.25,5.9,19.57,Bank Transfer,Salesperson 04
ORD-04058,2024-04-22,East,Wholesale,Corporate,Electronics,Laptop,11,115.02,12.2,1110.84,627.73,483.11,43.49,Cash,Salesperson 09
ORD-00271,2024-04-22,East,Online,Small Business,Office Supplies,Notebook,11,127.05,6.2,1310.85,1017.64,293.21,22.37,Card,Salesperson 11
ORD-02779,2024-04-22,East,Wholesale,Small Business,Office Supplies,Notebook,10,9.57,7.8,88.22,49.71,38.52,43.66,Cash,Salesperson 13
ORD-08636,2024-04-23,East,Corporate,Government,Electronics,Headphones,1,119.24,6.8,111.13,74.99,36.13,32.52,Card,Salesperson 12
ORD-01919,2024-04-23,East,Retail Store,Small Business,Clothing,Jacket,1,203.9,7.7,188.2,105.01,83.2,44.21,Mobile Money,Salesperson 05
ORD-03048,2024-04-23,West,Corporate,Corporate,Clothing,Trousers,13,140.3,14.5,1559.47,921.02,638.45,40.94,Card,Salesperson 06
ORD-05071,2024-04-23,West,Wholesale,Government,Furniture,Filing Cabinet,6,296.8,1.7,1750.55,1413.37,337.18,19.26,Card,Salesperson 02
ORD-09573,2024-04-23,West,Corporate,Small Business,Home Appliances,Microwave,2,833.47,2.9,1618.59,1134.01,484.58,29.94,Bank Transfer,Salesperson 04
ORD-02426,2024-04-23,East,Corporate,Government,Clothing,Trousers,7,272.83,13.9,1644.34,935.99,708.36,43.08,Card,Salesperson 04
ORD-03507,2024-04-23,East,Online,Government,Clothing,Shirt,3,190.5,17.5,471.49,343.28,128.22,27.19,Card,Salesperson 17
ORD-09745,2024-04-23,North,Online,Consumer,Electronics,Headphones,12,1003.79,10.2,10816.81,7000.08,3816.73,35.29,Cash,Salesperson 09
ORD-05378,2024-04-23,South,Wholesale,Small Business,Clothing,Trousers,1,182.39,17.7,150.11,88.87,61.23,40.79,Card,Salesperson 13
ORD-03243,2024-04-23,East,Online,Government,Furniture,Desk,8,808.61,19.8,5188.06,3273.76,1914.3,36.9,Card,Salesperson 14
ORD-03074,2024-04-23,North,Online,Government,Office Supplies,Stapler,3,111.59,14.5,286.23,163.24,122.99,42.97,Card,Salesperson 04
ORD-09562,2024-04-23,East,Retail Store,Small Business,Furniture,Bookshelf,15,718.5,15.0,9160.82,7265.2,1895.62,20.69,Mobile Money,Salesperson 02
ORD-01597,2024-04-23,South,Wholesale,Small Business,Furniture,Sofa,9,285.5,22.2,1999.08,1624.19,374.9,18.75,Mobile Money,Salesperson 19
ORD-05962,2024-04-23,North,Wholesale,Government,Electronics,Laptop,14,1560.63,3.6,21062.28,12634.54,8427.74,40.01,Bank Transfer,Salesperson 03
ORD-05350,2024-04-24,East,Retail Store,Consumer,Electronics,Monitor,11,1332.5,19.8,11755.35,7797.2,3958.15,33.67,Card,Salesperson 04
ORD-04157,2024-04-24,East,Retail Store,Consumer,Home Appliances,Refrigerator,2,521.28,16.4,871.58,499.25,372.33,42.72,Cash,Salesperson 05
ORD-03055,2024-04-24,South,Online,Corporate,Home Appliances,Fan,7,600.12,2.8,4083.19,2605.34,1477.85,36.19,Cash,Salesperson 17
ORD-06519,2024-04-24,West,Wholesale,Corporate,Home Appliances,Air Conditioner,2,900.37,14.9,1532.43,927.11,605.32,39.5,Bank Transfer,Salesperson 01
ORD-03552,2024-04-24,East,Online,Small Business,Office Supplies,Pen Set,3,68.81,21.8,161.43,104.09,57.34,35.52,Card,Salesperson 14
ORD-00672,2024-04-24,East,Wholesale,Small Business,Electronics,Headphones,9,1665.01,6.8,13966.13,8479.45,5486.68,39.29,Mobile Money,Salesperson 10
ORD-02456,2024-04-24,East,Corporate,Government,Clothing,Dress,2,80.88,2.4,157.87,114.02,43.85,27.77,Mobile Money,Salesperson 07
ORD-02107,2024-04-24,North,Online,Consumer,Office Supplies,Marker,6,115.48,2.1,678.32,499.52,178.8,26.36,Card,Salesperson 16
ORD-05179,2024-04-24,South,Online,Corporate,Furniture,Desk,3,508.73,12.9,1329.31,744.14,585.17,44.02,Card,Salesperson 19
ORD-08794,2024-04-24,South,Online,Consumer,Office Supplies,Marker,13,56.14,10.4,653.95,525.07,128.88,19.71,Mobile Money,Salesperson 17
ORD-09325,2024-04-24,North,Retail Store,Corporate,Clothing,Sneakers,6,193.01,4.8,1102.5,731.6,370.9,33.64,Mobile Money,Salesperson 02
ORD-04163,2024-04-25,West,Retail Store,Consumer,Office Supplies,Printer Paper,6,122.85,12.2,647.19,460.65,186.54,28.82,Mobile Money,Salesperson 16
ORD-06382,2024-04-25,West,Wholesale,Corporate,Furniture,Filing Cabinet,7,523.54,15.1,3111.42,2229.54,881.87,28.34,Cash,Salesperson 07
ORD-01826,2024-04-25,West,Online,Consumer,Clothing,Dress,7,82.01,0.1,573.47,420.46,153.01,26.68,Cash,Salesperson 02
ORD-01131,2024-04-25,East,Retail Store,Government,Furniture,Desk,8,527.77,21.3,3322.84,2285.98,1036.85,31.2,Card,Salesperson 11
ORD-04882,2024-04-25,West,Online,Consumer,Clothing,Dress,1,292.08,14.9,248.56,155.13,93.43,37.59,Mobile Money,Salesperson 11
ORD-08221,2024-04-25,West,Retail Store,Corporate,Electronics,Laptop,8,730.93,23.3,4485.0,3482.71,1002.29,22.35,Card,Salesperson 03
ORD-06590,2024-04-25,East,Wholesale,Small Business,Electronics,Headphones,5,1376.73,6.4,6443.11,3847.14,2595.96,40.29,Mobile Money,Salesperson 09
ORD-06506,2024-04-25,South,Online,Small Business,Furniture,Bookshelf,12,881.27,0.9,10480.09,7384.84,3095.25,29.53,Card,Salesperson 09
ORD-05645,2024-04-26,South,Corporate,Small Business,Electronics,Smartphone,3,1238.51,18.5,3028.17,1801.32,1226.85,40.51,Card,Salesperson 18
ORD-02949,2024-04-26,North,Wholesale,Corporate,Home Appliances,Fan,2,1055.97,16.6,1761.35,1298.79,462.57,26.26,Card,Salesperson 15
ORD-09816,2024-04-26,South,Retail Store,Corporate,Clothing,Sneakers,8,299.14,7.0,2225.58,1620.13,605.45,27.2,Mobile Money,Salesperson 04
ORD-02979,2024-04-26,East,Wholesale,Consumer,Furniture,Desk,1,665.14,6.5,621.91,435.54,186.37,29.97,Cash,Salesperson 08
ORD-00657,2024-04-26,West,Online,Corporate,Electronics,Tablet,13,1317.15,19.4,13801.06,9973.59,3827.47,27.73,Cash,Salesperson 09
ORD-03264,2024-04-26,East,Retail Store,Small Business,Furniture,Filing Cabinet,1,794.98,4.6,758.41,621.12,137.29,18.1,Mobile Money,Salesperson 20
ORD-00871,2024-04-26,South,Online,Government,Office Supplies,Notebook,3,101.06,0.3,302.27,181.5,120.77,39.95,Card,Salesperson 11
ORD-00451,2024-04-26,North,Online,Corporate,Office Supplies,Pen Set,15,140.52,3.2,2040.28,1150.26,890.02,43.62,Card,Salesperson 04
ORD-02428,2024-04-26,West,Retail Store,Consumer,Furniture,Office Chair,10,476.19,10.6,4257.16,3476.95,780.21,18.33,Card,Salesperson 13
ORD-06683,2024-04-26,North,Corporate,Corporate,Furniture,Desk,8,535.87,7.4,3969.75,2290.31,1679.45,42.31,Mobile Money,Salesperson 19
ORD-02315,2024-04-27,West,Corporate,Corporate,Furniture,Sofa,2,655.34,19.1,1060.34,703.71,356.63,33.63,Mobile Money,Salesperson 12
ORD-02288,2024-04-27,South,Corporate,Government,Furniture,Office Chair,9,664.25,24.8,4495.63,3318.44,1177.2,26.19,Card,Salesperson 15
ORD-08220,2024-04-27,South,Retail Store,Government,Furniture,Filing Cabinet,8,623.5,22.5,3865.69,3080.88,784.81,20.3,Card,Salesperson 11
ORD-05884,2024-04-27,South,Wholesale,Corporate,Electronics,Tablet,11,1774.93,21.4,15346.03,10711.24,4634.78,30.2,Mobile Money,Salesperson 10
ORD-01563,2024-04-27,West,Corporate,Corporate,Clothing,Shirt,7,274.61,24.6,1449.41,872.64,576.78,39.79,Mobile Money,Salesperson 06
ORD-01803,2024-04-27,South,Corporate,Corporate,Furniture,Bookshelf,7,360.54,3.6,2432.95,1973.26,459.7,18.89,Mobile Money,Salesperson 18
ORD-05024,2024-04-28,East,Corporate,Consumer,Clothing,Dress,2,96.81,4.4,185.11,127.76,57.35,30.98,Cash,Salesperson 14
ORD-06450,2024-04-28,East,Online,Government,Clothing,Jacket,15,50.14,24.0,571.56,322.78,248.77,43.53,Cash,Salesperson 06
ORD-01209,2024-04-28,East,Corporate,Government,Furniture,Office Chair,9,469.44,2.8,4106.66,2402.95,1703.71,41.49,Cash,Salesperson 02
ORD-06999,2024-04-28,North,Corporate,Consumer,Furniture,Filing Cabinet,2,724.11,22.0,1129.6,702.61,427.0,37.8,Card,Salesperson 06
ORD-01610,2024-04-28,South,Corporate,Small Business,Office Supplies,Notebook,4,22.63,20.6,71.89,41.89,29.99,41.72,Cash,Salesperson 06
ORD-03035,2024-04-28,North,Wholesale,Government,Office Supplies,Pen Set,15,69.95,0.5,1043.94,750.08,293.86,28.15,Cash,Salesperson 13
ORD-09301,2024-04-28,North,Wholesale,Government,Furniture,Office Chair,13,735.56,24.5,7219.57,5375.73,1843.84,25.54,Bank Transfer,Salesperson 09
ORD-07461,2024-04-28,East,Online,Government,Home Appliances,Microwave,6,933.88,7.3,5194.25,3182.13,2012.12,38.74,Cash,Salesperson 19
ORD-01501,2024-04-28,East,Online,Government,Home Appliances,Fan,1,783.81,16.7,652.92,417.69,235.23,36.03,Mobile Money,Salesperson 05
ORD-06022,2024-04-28,North,Online,Government,Home Appliances,Blender,3,1041.99,2.5,3047.83,1845.61,1202.22,39.45,Bank Transfer,Salesperson 15
ORD-03843,2024-04-29,East,Wholesale,Government,Clothing,Shirt,3,277.48,4.5,794.97,556.82,238.15,29.96,Card,Salesperson 04
ORD-08897,2024-04-29,West,Online,Small Business,Office Supplies,Pen Set,4,138.08,0.2,551.23,373.74,177.49,32.2,Mobile Money,Salesperson 10
ORD-01574,2024-04-29,West,Online,Consumer,Clothing,Dress,15,213.15,5.4,3024.56,1887.65,1136.91,37.59,Bank Transfer,Salesperson 03
ORD-01445,2024-04-29,North,Corporate,Corporate,Furniture,Sofa,12,132.22,2.8,1542.25,1203.65,338.6,21.95,Mobile Money,Salesperson 07
ORD-04276,2024-04-29,West,Online,Corporate,Home Appliances,Microwave,13,284.12,21.5,2899.46,1835.77,1063.69,36.69,Cash,Salesperson 12
ORD-07478,2024-04-29,West,Online,Government,Office Supplies,Notebook,9,114.64,1.9,1012.12,730.05,282.06,27.87,Bank Transfer,Salesperson 17
ORD-06024,2024-04-29,North,Online,Consumer,Home Appliances,Fan,9,847.48,6.9,7101.06,4583.85,2517.21,35.45,Card,Salesperson 13
ORD-09004,2024-04-29,West,Retail Store,Consumer,Furniture,Office Chair,14,746.07,4.2,10006.25,7158.95,2847.3,28.46,Mobile Money,Salesperson 08
ORD-03535,2024-04-29,North,Retail Store,Corporate,Home Appliances,Air Conditioner,2,1188.57,21.7,1861.31,1134.6,726.71,39.04,Card,Salesperson 12
ORD-01310,2024-04-29,West,Online,Corporate,Clothing,Shirt,13,58.61,16.4,636.93,406.17,230.76,36.23,Mobile Money,Salesperson 19
ORD-02440,2024-04-29,South,Wholesale,Consumer,Home Appliances,Refrigerator,6,975.65,16.1,4911.43,3144.15,1767.28,35.98,Bank Transfer,Salesperson 14
ORD-08300,2024-04-29,West,Online,Corporate,Electronics,Smartphone,12,1411.06,5.2,16052.27,11823.44,4228.83,26.34,Mobile Money,Salesperson 19
ORD-02312,2024-04-29,East,Wholesale,Corporate,Electronics,Monitor,14,1340.97,13.4,16257.91,9393.91,6864.0,42.22,Card,Salesperson 17
ORD-03340,2024-04-29,North,Corporate,Corporate,Clothing,Dress,4,168.48,8.3,617.98,494.13,123.86,20.04,Cash,Salesperson 06
ORD-05581,2024-04-30,North,Retail Store,Government,Home Appliances,Fan,4,1000.08,12.7,3492.28,2800.26,692.01,19.82,Card,Salesperson 09
ORD-08547,2024-04-30,East,Corporate,Corporate,Furniture,Sofa,11,197.94,7.8,2007.47,1435.61,571.86,28.49,Bank Transfer,Salesperson 11
ORD-07802,2024-04-30,South,Retail Store,Corporate,Furniture,Bookshelf,4,333.3,20.9,1054.57,591.81,462.76,43.88,Bank Transfer,Salesperson 16
ORD-04395,2024-04-30,West,Retail Store,Corporate,Electronics,Laptop,11,1568.22,8.8,15732.41,9298.62,6433.79,40.9,Card,Salesperson 19
ORD-02818,2024-04-30,North,Retail Store,Government,Home Appliances,Microwave,15,133.25,0.3,1992.73,1129.75,862.98,43.31,Card,Salesperson 01
ORD-08625,2024-04-30,North,Wholesale,Corporate,Furniture,Bookshelf,12,624.4,15.6,6323.91,4401.94,1921.98,30.39,Card,Salesperson 13
ORD-03646,2024-04-30,East,Wholesale,Corporate,Furniture,Sofa,15,666.48,21.7,7827.81,5441.56,2386.25,30.48,Cash,Salesperson 13
ORD-01163,2024-04-30,North,Corporate,Small Business,Office Supplies,Pen Set,6,142.29,8.0,785.45,641.55,143.9,18.32,Mobile Money,Salesperson 08
ORD-04304,2024-04-30,West,Wholesale,Corporate,Furniture,Sofa,3,583.09,23.0,1346.93,764.35,582.58,43.25,Card,Salesperson 02
ORD-01357,2024-04-30,South,Wholesale,Consumer,Office Supplies,Notebook,7,78.61,12.6,480.94,303.09,177.85,36.98,Card,Salesperson 19
ORD-07767,2024-05-01,East,Wholesale,Corporate,Home Appliances,Refrigerator,11,803.34,7.2,8200.51,5964.37,2236.14,27.27,Bank Transfer,Salesperson 14
ORD-03902,2024-05-01,South,Wholesale,Government,Furniture,Filing Cabinet,5,195.3,13.7,842.71,686.98,155.74,18.48,Bank Transfer,Salesperson 16
ORD-00170,2024-05-01,North,Online,Corporate,Home Appliances,Refrigerator,10,888.91,4.8,8462.39,4852.14,3610.25,42.66,Card,Salesperson 01
ORD-03273,2024-05-01,South,Retail Store,Small Business,Clothing,Shirt,6,328.97,10.8,1760.65,1179.17,581.48,33.03,Cash,Salesperson 05
ORD-00689,2024-05-01,South,Wholesale,Small Business,Electronics,Laptop,15,1489.13,21.2,17601.52,9823.65,7777.88,44.19,Bank Transfer,Salesperson 02
ORD-04562,2024-05-01,West,Online,Government,Clothing,Jacket,10,35.93,11.6,317.65,253.24,64.41,20.28,Cash,Salesperson 08
ORD-03271,2024-05-01,South,Wholesale,Government,Home Appliances,Microwave,10,1119.33,23.6,8551.65,5900.55,2651.1,31.0,Cash,Salesperson 10
ORD-00030,2024-05-01,South,Retail Store,Government,Home Appliances,Fan,15,1212.01,0.3,18125.56,13471.82,4653.74,25.67,Cash,Salesperson 08
ORD-03401,2024-05-01,South,Wholesale,Small Business,Furniture,Desk,8,590.5,17.0,3920.93,2859.12,1061.81,27.08,Bank Transfer,Salesperson 07
ORD-08467,2024-05-01,South,Retail Store,Corporate,Furniture,Filing Cabinet,6,335.87,23.5,1541.65,948.93,592.71,38.45,Cash,Salesperson 14
ORD-04414,2024-05-01,West,Wholesale,Consumer,Home Appliances,Air Conditioner,1,1054.41,23.6,805.57,471.87,333.7,41.42,Bank Transfer,Salesperson 15
ORD-02753,2024-05-01,East,Online,Consumer,Electronics,Laptop,9,1549.26,12.3,12228.28,8088.24,4140.04,33.86,Bank Transfer,Salesperson 15
ORD-06568,2024-05-01,East,Online,Small Business,Clothing,Trousers,11,207.07,10.8,2031.73,1452.47,579.26,28.51,Card,Salesperson 07
ORD-06766,2024-05-01,East,Retail Store,Consumer,Home Appliances,Blender,6,1223.01,1.9,7198.64,4196.38,3002.26,41.71,Bank Transfer,Salesperson 12
ORD-04436,2024-05-01,South,Retail Store,Small Business,Electronics,Smartphone,4,96.4,20.9,305.01,182.45,122.56,40.18,Bank Transfer,Salesperson 12
ORD-07058,2024-05-02,South,Online,Government,Clothing,Shirt,5,103.53,0.8,513.52,388.63,124.89,24.32,Cash,Salesperson 04
ORD-09651,2024-05-02,North,Retail Store,Consumer,Furniture,Office Chair,10,244.97,16.1,2055.31,1201.76,853.55,41.53,Cash,Salesperson 18
ORD-05918,2024-05-02,West,Wholesale,Consumer,Furniture,Bookshelf,11,229.69,2.9,2453.34,1794.36,658.98,26.86,Bank Transfer,Salesperson 11
ORD-03235,2024-05-02,South,Retail Store,Corporate,Office Supplies,Notebook,13,49.82,6.2,607.51,396.76,210.74,34.69,Card,Salesperson 19
ORD-03541,2024-05-02,South,Online,Government,Furniture,Desk,4,281.12,24.3,851.23,514.88,336.34,39.51,Cash,Salesperson 12
ORD-03347,2024-05-02,East,Wholesale,Consumer,Electronics,Headphones,4,1789.11,17.7,5889.76,3591.36,2298.4,39.02,Mobile Money,Salesperson 17
ORD-03991,2024-05-03,North,Online,Consumer,Clothing,Sneakers,15,348.75,19.3,4221.56,2428.09,1793.47,42.48,Mobile Money,Salesperson 13
ORD-00878,2024-05-03,West,Retail Store,Consumer,Furniture,Bookshelf,8,318.69,10.5,2281.84,1828.92,452.92,19.85,Mobile Money,Salesperson 19
ORD-06477,2024-05-03,North,Online,Government,Furniture,Sofa,6,143.88,6.7,805.44,656.94,148.49,18.44,Cash,Salesperson 19
ORD-08172,2024-05-03,West,Online,Consumer,Clothing,Sneakers,14,329.48,24.0,3505.67,1940.77,1564.89,44.64,Cash,Salesperson 20
ORD-09592,2024-05-03,North,Online,Government,Furniture,Desk,14,321.07,3.9,4319.71,3454.65,865.06,20.03,Bank Transfer,Salesperson 11
ORD-06254,2024-05-03,South,Online,Consumer,Home Appliances,Microwave,8,390.4,6.8,2910.79,2220.72,690.07,23.71,Bank Transfer,Salesperson 02
ORD-03653,2024-05-03,South,Online,Small Business,Clothing,Shirt,3,269.38,6.0,759.65,567.71,191.94,25.27,Card,Salesperson 08
ORD-05434,2024-05-04,East,Online,Government,Clothing,Shirt,15,189.23,9.5,2568.77,1785.53,783.24,30.49,Mobile Money,Salesperson 17
ORD-07878,2024-05-04,East,Retail Store,Government,Furniture,Desk,5,558.44,0.9,2767.09,1556.52,1210.57,43.75,Card,Salesperson 16
ORD-07157,2024-05-04,South,Corporate,Government,Furniture,Sofa,8,738.62,10.1,5312.18,3318.71,1993.46,37.53,Card,Salesperson 04
ORD-04945,2024-05-04,West,Wholesale,Corporate,Electronics,Tablet,1,1133.59,14.9,964.68,720.8,243.88,25.28,Cash,Salesperson 15
ORD-06667,2024-05-04,North,Wholesale,Consumer,Electronics,Headphones,2,1246.27,6.6,2328.02,1328.12,999.91,42.95,Cash,Salesperson 13
ORD-06082,2024-05-04,East,Online,Small Business,Electronics,Headphones,1,1479.92,7.2,1373.37,847.98,525.39,38.26,Cash,Salesperson 06
ORD-01096,2024-05-04,South,Wholesale,Corporate,Furniture,Filing Cabinet,13,643.79,21.6,6561.52,4150.28,2411.24,36.75,Mobile Money,Salesperson 08
ORD-03791,2024-05-04,South,Corporate,Consumer,Electronics,Smartphone,4,950.14,11.1,3378.7,2015.02,1363.68,40.36,Card,Salesperson 06
ORD-05255,2024-05-04,North,Online,Corporate,Home Appliances,Air Conditioner,9,98.38,16.1,742.87,464.41,278.46,37.48,Card,Salesperson 04
ORD-06860,2024-05-04,East,Retail Store,Small Business,Electronics,Monitor,13,1072.42,10.5,12477.57,9726.91,2750.66,22.04,Bank Transfer,Salesperson 17
ORD-04510,2024-05-04,West,Online,Consumer,Clothing,Shirt,9,296.68,22.9,2058.63,1464.03,594.61,28.88,Card,Salesperson 14
ORD-00829,2024-05-04,West,Corporate,Small Business,Furniture,Desk,10,813.32,8.6,7433.72,6003.12,1430.6,19.24,Mobile Money,Salesperson 01
ORD-01334,2024-05-05,North,Retail Store,Consumer,Electronics,Headphones,5,1326.97,7.9,6110.68,4707.91,1402.76,22.96,Mobile Money,Salesperson 03
ORD-01537,2024-05-05,East,Online,Consumer,Clothing,Dress,15,211.25,21.2,2496.94,1841.82,655.12,26.24,Bank Transfer,Salesperson 15
ORD-05539,2024-05-05,West,Wholesale,Consumer,Office Supplies,Printer Paper,10,114.2,1.3,1127.14,844.72,282.42,25.06,Card,Salesperson 17
ORD-03049,2024-05-05,North,Online,Government,Furniture,Sofa,14,724.2,8.6,9266.85,6900.71,2366.14,25.53,Card,Salesperson 07
ORD-03229,2024-05-05,South,Online,Consumer,Clothing,Jacket,8,253.82,11.8,1790.95,1022.21,768.74,42.92,Mobile Money,Salesperson 20
ORD-05627,2024-05-06,North,Corporate,Consumer,Office Supplies,Stapler,12,120.29,12.7,1260.16,747.82,512.34,40.66,Bank Transfer,Salesperson 20
ORD-02059,2024-05-06,South,Retail Store,Corporate,Home Appliances,Air Conditioner,6,1253.61,4.0,7220.8,4103.28,3117.52,43.17,Cash,Salesperson 09
ORD-02361,2024-05-06,East,Wholesale,Government,Furniture,Office Chair,12,460.5,12.8,4818.72,3298.04,1520.68,31.56,Mobile Money,Salesperson 20
ORD-01189,2024-05-06,West,Wholesale,Consumer,Furniture,Office Chair,13,627.42,7.0,7585.5,4271.38,3314.12,43.69,Cash,Salesperson 03
ORD-06042,2024-05-06,West,Corporate,Government,Clothing,Dress,4,349.31,3.9,1342.73,800.29,542.45,40.4,Cash,Salesperson 16
ORD-04219,2024-05-06,North,Wholesale,Small Business,Electronics,Headphones,7,560.22,9.0,3568.59,2367.57,1201.01,33.66,Bank Transfer,Salesperson 01
ORD-04858,2024-05-06,South,Corporate,Corporate,Clothing,Sneakers,13,176.59,15.3,1944.46,1500.24,444.22,22.85,Card,Salesperson 13
ORD-06618,2024-05-06,South,Online,Consumer,Furniture,Sofa,11,208.26,0.9,2270.21,1648.74,621.46,27.37,Cash,Salesperson 04
ORD-07278,2024-05-06,South,Corporate,Consumer,Home Appliances,Refrigerator,11,948.12,16.9,8666.74,6646.81,2019.93,23.31,Card,Salesperson 06
ORD-07974,2024-05-06,East,Retail Store,Small Business,Home Appliances,Refrigerator,12,1235.75,20.0,11863.2,9591.89,2271.32,19.15,Bank Transfer,Salesperson 13
ORD-01280,2024-05-06,South,Retail Store,Consumer,Furniture,Office Chair,7,617.01,16.1,3623.69,2883.77,739.92,20.42,Bank Transfer,Salesperson 11
ORD-08024,2024-05-06,West,Retail Store,Government,Furniture,Office Chair,13,196.28,15.0,2168.89,1520.14,648.75,29.91,Bank Transfer,Salesperson 04
ORD-06635,2024-05-07,West,Corporate,Corporate,Home Appliances,Microwave,15,1306.59,10.5,17541.03,11768.32,5772.7,32.91,Bank Transfer,Salesperson 01
ORD-07863,2024-05-07,East,Wholesale,Corporate,Electronics,Laptop,12,435.22,11.2,4637.66,2938.71,1698.94,36.63,Cash,Salesperson 10
ORD-08949,2024-05-07,North,Retail Store,Corporate,Furniture,Bookshelf,11,462.45,13.6,4395.09,2490.6,1904.49,43.33,Mobile Money,Salesperson 05
ORD-03201,2024-05-07,East,Online,Consumer,Electronics,Monitor,13,1201.03,18.3,12756.13,8312.03,4444.11,34.84,Cash,Salesperson 06
ORD-09619,2024-05-07,East,Online,Corporate,Furniture,Bookshelf,12,202.59,7.0,2260.88,1644.56,616.32,27.26,Bank Transfer,Salesperson 03
ORD-07457,2024-05-07,South,Retail Store,Consumer,Furniture,Bookshelf,12,101.22,3.2,1175.74,804.08,371.66,31.61,Bank Transfer,Salesperson 07
ORD-07035,2024-05-07,North,Corporate,Corporate,Furniture,Office Chair,2,510.72,5.2,968.32,624.04,344.28,35.55,Bank Transfer,Salesperson 19
ORD-01787,2024-05-07,South,Online,Consumer,Furniture,Bookshelf,11,471.74,10.0,4670.24,3208.04,1462.2,31.31,Bank Transfer,Salesperson 10
ORD-09422,2024-05-07,East,Wholesale,Corporate,Electronics,Monitor,2,342.79,3.4,662.27,393.64,268.62,40.56,Mobile Money,Salesperson 11
ORD-00199,2024-05-07,East,Corporate,Consumer,Clothing,Shirt,8,307.64,18.4,2008.27,1552.31,455.96,22.7,Cash,Salesperson 10
ORD-08764,2024-05-08,South,Online,Small Business,Electronics,Monitor,9,174.64,5.0,1493.17,1003.97,489.2,32.76,Mobile Money,Salesperson 04
ORD-03439,2024-05-08,North,Corporate,Government,Clothing,Sneakers,6,139.81,0.2,837.17,537.01,300.16,35.85,Card,Salesperson 07
ORD-04620,2024-05-08,North,Corporate,Small Business,Electronics,Monitor,9,1499.79,19.6,10852.5,6736.18,4116.32,37.93,Mobile Money,Salesperson 14
ORD-00552,2024-05-08,North,Retail Store,Small Business,Furniture,Desk,4,372.18,20.5,1183.52,689.44,494.08,41.75,Cash,Salesperson 01
ORD-09008,2024-05-08,West,Online,Corporate,Home Appliances,Microwave,15,351.19,20.4,4193.22,2729.34,1463.88,34.91,Cash,Salesperson 15
ORD-08689,2024-05-08,East,Corporate,Small Business,Office Supplies,Marker,14,99.52,5.4,1318.03,1005.13,312.89,23.74,Bank Transfer,Salesperson 14
